age,income,employment_type,credit_score,loan_amount,existing_emi,loan_term,years_of_experience,marital_status,education,dependents,debt_to_income,loan_to_income,emi_to_income,default
21,85924,Salaried,665.0,346258,1654.0,120,7.0,Divorced,Bachelor,0,0.231,4.0298,0.231,0
62,61739,Salaried,763.0,296987,286.0,24,2.0,Single,Master,0,0.0556,4.8104,0.0556,0
38,133684,Business,715.0,497251,5327.0,36,13.0,Married,High School,2,0.4782,3.7196,0.4782,0
60,62717,Salaried,430.0,51319,1491.0,60,6.0,Single,Master,1,0.2853,0.8183,0.2853,0
53,27172,Freelancer,754.0,95604,389.0,24,,Single,High School,4,0.1718,3.5185,0.1718,0
32,96028,Salaried,707.0,105627,2508.0,120,14.0,Single,High School,0,0.3134,1.1,0.3134,0
28,65313,Freelancer,850.0,166235,1893.0,48,1.0,Divorced,Master,2,0.3478,2.5452,0.3478,0
44,42565,Salaried,628.0,55409,641.0,120,11.0,Divorced,Master,4,0.1807,1.3018,0.1807,0
36,66585,Salaried,,227164,2063.0,60,13.0,Single,High School,0,0.3718,3.4116,0.3718,0
24,63091,Salaried,722.0,214698,40.0,12,0.0,Married,Master,2,0.0076,3.403,0.0076,0
58,60470,Self-Employed,605.0,278609,920.0,84,6.0,Widowed,High School,1,0.1826,4.6074,0.1826,0
64,57556,Salaried,553.0,82844,2734.0,84,5.0,Married,Bachelor,4,0.57,1.4394,0.57,0
47,27074,Freelancer,800.0,127280,1100.0,48,13.0,Married,High School,2,0.4876,4.7012,0.4876,0
29,111538,Business,749.0,448374,65.0,48,3.0,Married,Bachelor,1,0.007,4.0199,0.007,0
36,52177,Salaried,522.0,51766,1506.0,36,9.0,Married,Bachelor,2,0.3464,0.9921,0.3464,0
32,14652,Self-Employed,606.0,29955,585.0,36,17.0,Married,Bachelor,2,0.4791,2.0444,0.4791,0
51,72352,Salaried,722.0,311384,1018.0,84,0.0,Married,Bachelor,1,0.1688,4.3037,0.1688,0
44,93320,Salaried,619.0,101115,2658.0,120,8.0,Married,Bachelor,3,0.3418,1.0835,0.3418,0
34,121772,Business,516.0,154293,4685.0,12,8.0,Single,PhD,2,0.4617,1.2671,0.4617,0
45,93719,Salaried,807.0,374795,1135.0,12,0.0,Single,High School,0,0.1453,3.9991,0.1453,0
54,17075,Freelancer,705.0,47445,662.0,60,0.0,Single,High School,3,0.4652,2.7786,0.4652,0
23,71935,Salaried,774.0,259366,2605.0,36,12.0,Married,Bachelor,1,0.4346,3.6056,0.4346,0
44,32666,Self-Employed,661.0,111120,296.0,36,7.0,Single,High School,2,0.1087,3.4017,0.1087,0
62,92806,Business,678.0,121492,1769.0,120,8.0,Divorced,Bachelor,1,0.2287,1.3091,0.2287,0
29,64887,Salaried,599.0,315092,2528.0,24,7.0,Married,Bachelor,3,0.4675,4.856,0.4675,0
46,49615,Self-Employed,584.0,210113,1575.0,120,14.0,Married,Bachelor,2,0.3809,4.2349,0.3809,0
40,85832,Salaried,775.0,141589,2193.0,60,20.0,Widowed,Master,2,0.3066,1.6496,0.3066,0
60,15825,Self-Employed,674.0,55107,308.0,36,13.0,Divorced,High School,5,0.2336,3.4823,0.2336,0
30,51367,Self-Employed,584.0,27908,856.0,84,0.0,Widowed,High School,1,0.2,0.5433,0.2,0
39,77307,Salaried,722.0,41855,1780.0,36,7.0,Married,High School,0,0.2763,0.5414,0.2763,0
23,55707,Self-Employed,480.0,38299,1159.0,12,15.0,Single,High School,2,0.2497,0.6875,0.2497,0
44,37811,Salaried,556.0,103458,418.0,60,5.0,Divorced,Bachelor,1,0.1327,2.7362,0.1327,0
25,89483,Self-Employed,668.0,292016,3588.0,48,15.0,Divorced,Bachelor,1,0.4812,3.2634,0.4812,0
23,62865,Freelancer,820.0,74572,3069.0,12,6.0,Divorced,Bachelor,2,0.5858,1.1862,0.5858,0
47,79296,Salaried,610.0,219042,1965.0,60,1.0,Married,Master,2,0.2974,2.7623,0.2974,0
36,68360,Salaried,463.0,226889,3338.0,24,11.0,Married,High School,1,0.586,3.319,0.586,0
35,72768,Salaried,723.0,253461,1329.0,48,10.0,Single,High School,3,0.2192,3.4831,0.2192,0
55,14585,Self-Employed,759.0,62342,248.0,12,4.0,Married,PhD,2,0.204,4.2744,0.204,0
32,64424,Salaried,532.0,166064,2906.0,36,14.0,Single,High School,3,0.5413,2.5777,0.5413,0
61,93660,Business,772.0,456163,4510.0,120,0.0,Single,PhD,4,0.5778,4.8704,0.5778,0
64,52744,Salaried,824.0,250299,717.0,84,13.0,Married,Master,0,0.1631,4.7455,0.1631,0
46,79981,Salaried,539.0,394456,3708.0,60,5.0,Married,Master,2,0.5563,4.9319,0.5563,0
54,28385,Self-Employed,568.0,136038,185.0,120,16.0,Single,Bachelor,1,0.0782,4.7926,0.0782,0
43,62392,Salaried,625.0,204486,2095.0,36,12.0,Divorced,High School,3,0.4029,3.2774,0.4029,0
51,79568,Salaried,562.0,216202,3517.0,12,6.0,Divorced,Bachelor,2,0.5304,2.7172,0.5304,0
40,83266,Salaried,677.0,200612,1700.0,12,3.0,Married,Bachelor,0,0.245,2.4093,0.245,0
32,69290,Freelancer,698.0,165844,525.0,12,0.0,Married,High School,4,0.0909,2.3935,0.0909,0
43,60506,Salaried,810.0,168467,2713.0,60,7.0,Widowed,Master,2,0.5381,2.7843,0.5381,0
24,53102,Salaried,728.0,173078,2053.0,60,8.0,Single,High School,4,0.4639,3.2593,0.4639,0
43,91744,Business,450.0,182488,284.0,36,13.0,Married,Bachelor,0,0.0371,1.9891,0.0371,0
21,10972,Unemployed,672.0,29936,237.0,12,4.0,Single,Master,3,0.2592,2.7284,0.2592,0
45,65908,Self-Employed,411.0,128604,2389.0,60,9.0,Married,High School,2,0.435,1.9513,0.435,0
22,10737,Freelancer,644.0,21798,259.0,48,6.0,Married,High School,2,0.2895,2.0302,0.2895,0
50,53492,Freelancer,588.0,134794,2451.0,120,15.0,Married,High School,3,0.5498,2.5199,0.5498,0
23,45383,Salaried,699.0,95331,86.0,60,7.0,Single,High School,2,0.0227,2.1006,0.0227,0
41,94878,Salaried,554.0,345045,3390.0,120,4.0,Single,High School,2,0.4288,3.6367,0.4288,0
45,35103,Self-Employed,637.0,91491,1642.0,84,2.0,Married,High School,1,0.5613,2.6064,0.5613,0
40,23059,Self-Employed,695.0,83622,285.0,48,5.0,Married,High School,3,0.1483,3.6264,0.1483,0
42,78443,Salaried,595.0,302018,2927.0,24,6.0,Married,Master,2,0.4478,3.8502,0.4478,0
41,16326,Unemployed,697.0,17406,299.0,48,7.0,Single,Master,3,0.2198,1.0662,0.2198,0
53,36271,Self-Employed,556.0,97100,,24,10.0,Married,Bachelor,1,0.2012,2.6771,0.2012,1
58,15226,Freelancer,423.0,36137,397.0,84,6.0,Single,High School,1,0.3129,2.3734,0.3129,0
35,77383,Business,654.0,98818,2428.0,12,3.0,Single,High School,0,0.3765,1.277,0.3765,0
35,42971,Salaried,637.0,73728,1467.0,36,5.0,Married,Bachelor,3,0.4097,1.7158,0.4097,0
45,60918,Freelancer,583.0,153831,1464.0,12,6.0,Married,Bachelor,1,0.2884,2.5252,0.2884,0
41,68800,Business,551.0,99286,,60,5.0,Single,PhD,1,0.5562,1.4431,0.5562,0
44,63939,Salaried,667.0,95120,705.0,84,0.0,Single,High School,2,0.1323,1.4877,0.1323,0
25,130445,Business,698.0,615707,5513.0,120,0.0,Married,Master,1,0.5072,4.7201,0.5072,0
26,30093,Salaried,706.0,27587,1261.0,24,0.0,Single,Bachelor,4,0.5028,0.9167,0.5028,0
63,55798,Self-Employed,457.0,113853,,24,8.0,Married,Master,2,0.0772,2.0404,0.0772,0
64,78135,Salaried,608.0,92135,1438.0,120,10.0,Married,Bachelor,4,0.2208,1.1792,0.2208,0
43,10626,Freelancer,553.0,15398,296.0,24,3.0,Single,Bachelor,0,0.3343,1.4491,0.3343,0
24,119383,Business,707.0,511884,4397.0,36,10.0,Single,Bachelor,1,0.442,4.2877,0.442,0
47,64784,Salaried,641.0,124700,2907.0,120,6.0,Divorced,Master,1,0.5385,1.9249,0.5385,0
38,60400,Salaried,637.0,51926,2927.0,120,7.0,Married,High School,2,0.5815,0.8597,0.5815,0
41,66311,Salaried,750.0,166370,940.0,120,1.0,Married,High School,0,0.1701,2.5089,0.1701,0
48,42801,Self-Employed,553.0,61550,1485.0,24,14.0,Married,Bachelor,1,0.4163,1.4381,0.4163,0
55,48358,Salaried,679.0,169145,1857.0,12,15.0,Married,High School,4,0.4608,3.4978,0.4608,0
42,13542,Unemployed,455.0,20404,279.0,12,9.0,Divorced,Bachelor,0,0.2472,1.5067,0.2472,0
60,76191,Freelancer,571.0,378918,918.0,84,4.0,Married,PhD,2,0.1446,4.9733,0.1446,0
43,65449,Self-Employed,769.0,68537,2433.0,24,8.0,Single,Bachelor,2,0.4461,1.0472,0.4461,0
23,54446,Salaried,526.0,185223,1103.0,84,4.0,Married,Bachelor,0,0.2431,3.402,0.2431,0
60,19710,Freelancer,587.0,43285,187.0,36,1.0,Married,Bachelor,2,0.1139,2.1961,0.1139,0
30,123111,Business,636.0,356764,116.0,24,11.0,Married,Master,2,0.0113,2.8979,0.0113,0
45,74764,Salaried,584.0,160086,1415.0,84,3.0,Married,Master,1,0.2271,2.1412,0.2271,0
28,71316,Salaried,524.0,312001,703.0,60,3.0,Divorced,Bachelor,1,0.1183,4.3749,0.1183,0
31,14718,Unemployed,514.0,30569,477.0,84,0.0,Married,Bachelor,3,0.3889,2.077,0.3889,0
25,94735,Salaried,850.0,194025,3624.0,24,13.0,Single,Bachelor,0,0.459,2.0481,0.459,0
57,37362,Freelancer,682.0,96470,364.0,36,15.0,Single,Bachelor,2,0.1169,2.582,0.1169,0
58,16806,Unemployed,810.0,38976,810.0,48,11.0,Married,Bachelor,2,0.5784,2.3192,0.5784,0
49,69441,Salaried,644.0,94742,667.0,12,12.0,Single,Bachelor,0,0.1153,1.3644,0.1153,0
25,31512,Unemployed,673.0,92035,487.0,120,1.0,Single,Bachelor,4,0.1855,2.9206,0.1855,0
29,92363,Salaried,744.0,127400,1829.0,60,6.0,Married,Bachelor,1,0.2376,1.3793,0.2376,0
22,61273,Salaried,621.0,109078,2198.0,84,11.0,Married,High School,1,0.4305,1.7802,0.4305,0
21,78870,Salaried,451.0,312672,3317.0,84,3.0,Widowed,PhD,2,0.5047,3.9644,0.5047,0
60,49462,Salaried,781.0,69941,1407.0,120,5.0,Single,Bachelor,0,0.3414,1.414,0.3414,0
50,71806,Salaried,692.0,38627,296.0,12,0.0,Single,Bachelor,2,0.0495,0.5379,0.0495,0
31,94605,Salaried,587.0,344631,4279.0,36,6.0,Single,Bachelor,4,0.5428,3.6428,0.5428,0
48,108060,Salaried,766.0,502205,1453.0,36,7.0,Married,Bachelor,0,0.1614,4.6475,0.1614,0
64,47590,Salaried,800.0,67902,1550.0,60,10.0,Single,Bachelor,1,0.3908,1.4268,0.3908,0
32,185988,Business,611.0,746815,7683.0,48,0.0,Married,Master,0,0.4957,4.0154,0.4957,0
59,95361,Self-Employed,842.0,405602,4117.0,48,0.0,Single,High School,3,0.5181,4.2533,0.5181,0
46,128434,Business,548.0,506888,1181.0,60,14.0,Married,Bachelor,0,0.1103,3.9467,0.1103,0
33,51439,Salaried,606.0,221267,8.0,48,13.0,Divorced,High School,1,0.0019,4.3015,0.0019,0
28,78123,Salaried,511.0,281017,3689.0,48,4.0,Single,Bachelor,2,0.5666,3.5971,0.5666,0
48,62280,Salaried,850.0,42955,1079.0,120,15.0,Married,High School,1,0.2079,0.6897,0.2079,0
50,31219,Salaried,753.0,78520,914.0,36,8.0,Married,Master,0,0.3513,2.5151,0.3513,0
29,86403,Self-Employed,697.0,118319,3470.0,120,13.0,Married,High School,4,0.4819,1.3694,0.4819,0
59,64338,Self-Employed,626.0,203984,975.0,12,6.0,Married,Master,1,0.1819,3.1705,0.1819,0
51,62889,Salaried,640.0,229235,3110.0,24,9.0,Married,Master,1,0.5934,3.6451,0.5934,0
41,77846,Salaried,725.0,380954,277.0,120,6.0,Married,Bachelor,0,0.0427,4.8937,0.0427,0
54,44715,Salaried,520.0,155904,843.0,48,16.0,Married,Bachelor,3,0.2262,3.4866,0.2262,0
51,161861,Business,624.0,419289,1869.0,48,7.0,Married,Bachelor,1,0.1386,2.5904,0.1386,0
45,45910,Salaried,632.0,205578,339.0,48,7.0,Single,High School,0,0.0886,4.4778,0.0886,0
32,57890,Self-Employed,621.0,66660,1009.0,48,0.0,Married,High School,1,0.2092,1.1515,0.2092,0
21,42690,Salaried,626.0,62092,833.0,36,7.0,Divorced,High School,5,0.2342,1.4545,0.2342,0
42,23772,Freelancer,746.0,40181,1008.0,24,16.0,Widowed,Bachelor,0,0.5088,1.6903,0.5088,0
60,39349,Salaried,667.0,63725,1351.0,36,14.0,Divorced,High School,0,0.412,1.6195,0.412,0
57,51546,Salaried,724.0,116036,1935.0,36,7.0,Married,High School,2,0.4505,2.2511,0.4505,0
21,134788,Business,687.0,507164,4373.0,36,7.0,Married,Bachelor,1,0.3893,3.7627,0.3893,0
21,44042,Salaried,593.0,213050,1495.0,84,1.0,Married,High School,3,0.4073,4.8374,0.4073,0
62,28506,Freelancer,539.0,50537,345.0,48,9.0,Married,High School,2,0.1452,1.7729,0.1452,0
62,56972,Self-Employed,721.0,62146,2078.0,48,9.0,Married,Master,0,0.4377,1.0908,0.4377,0
41,47578,Self-Employed,662.0,231060,1395.0,24,10.0,Single,Bachelor,2,0.3518,4.8564,0.3518,0
35,39605,Business,640.0,137630,1529.0,36,0.0,Single,Bachelor,0,0.4633,3.4751,0.4633,0
37,97595,Salaried,744.0,143372,1833.0,120,13.0,Married,High School,1,0.2254,1.4691,0.2254,0
42,15041,Business,450.0,58734,247.0,24,6.0,Married,Bachelor,2,0.1971,3.9049,0.1971,0
58,39578,Salaried,685.0,99808,310.0,24,14.0,Single,High School,1,0.094,2.5218,0.094,0
55,101441,Business,605.0,323087,,24,9.0,Single,PhD,0,0.3392,3.185,0.3392,0
36,63570,Self-Employed,514.0,280022,1033.0,48,15.0,Divorced,Bachelor,0,0.195,4.4049,0.195,0
28,36344,Self-Employed,610.0,53846,1302.0,36,11.0,Married,PhD,3,0.4299,1.4816,0.4299,0
37,100956,Salaried,656.0,246209,4148.0,48,3.0,Married,Master,3,0.493,2.4388,0.493,0
37,42316,Salaried,735.0,28730,1669.0,36,12.0,Married,Bachelor,1,0.4733,0.6789,0.4733,0
46,10000,Self-Employed,567.0,37806,307.0,120,13.0,Married,Bachelor,0,0.3684,3.7806,0.3684,0
33,60636,Salaried,535.0,61206,435.0,36,9.0,Single,Master,5,0.0861,1.0094,0.0861,0
37,50050,Salaried,445.0,200299,1125.0,36,6.0,Married,Bachelor,2,0.2697,4.002,0.2697,0
58,53716,Salaried,784.0,158924,2229.0,120,12.0,Married,High School,1,0.498,2.9586,0.498,0
37,50894,Self-Employed,658.0,99502,1629.0,12,13.0,Married,Bachelor,2,0.3841,1.9551,0.3841,0
34,66122,Salaried,597.0,74303,2103.0,12,1.0,Married,High School,0,0.3817,1.1237,0.3817,0
26,30777,Freelancer,580.0,51339,1144.0,24,8.0,Single,Bachelor,2,0.446,1.6681,0.446,0
55,72353,Salaried,404.0,202868,466.0,48,7.0,Married,Bachelor,3,0.0773,2.8039,0.0773,0
34,64057,Salaried,484.0,38002,2150.0,120,17.0,Single,PhD,0,0.4028,0.5933,0.4028,0
28,40145,Salaried,,51385,541.0,48,4.0,Married,Bachelor,2,0.1617,1.28,0.1617,0
35,73278,Salaried,805.0,239293,2168.0,24,10.0,Married,Master,2,0.355,3.2656,0.355,0
47,101954,Business,467.0,322214,3056.0,24,11.0,Divorced,High School,4,0.3597,3.1604,0.3597,0
33,58640,Salaried,680.0,147157,531.0,24,8.0,Married,Bachelor,1,0.1087,2.5095,0.1087,0
51,40589,Salaried,555.0,21481,,48,14.0,Single,Master,3,0.4033,0.5292,0.4033,0
55,13368,Unemployed,575.0,38325,474.0,84,7.0,Married,Master,1,0.4255,2.8669,0.4255,0
26,45930,Salaried,666.0,210544,954.0,84,1.0,Married,Bachelor,1,0.2492,4.584,0.2492,0
25,102091,Salaried,,231343,2946.0,120,15.0,Single,High School,0,0.3463,2.266,0.3463,0
42,49740,Salaried,691.0,28225,914.0,120,5.0,Married,Bachelor,3,0.2205,0.5675,0.2205,0
43,71094,Salaried,614.0,234918,3031.0,60,8.0,Divorced,Master,0,0.5116,3.3043,0.5116,0
45,126095,Business,531.0,425586,4079.0,24,7.0,Single,High School,3,0.3882,3.3751,0.3882,0
54,18334,Unemployed,669.0,52913,498.0,120,3.0,Married,Bachelor,1,0.326,2.8861,0.326,0
46,83165,Business,642.0,219241,3922.0,36,3.0,Divorced,Bachelor,3,0.5659,2.6362,0.5659,1
25,68351,Business,782.0,297320,2610.0,24,0.0,Married,High School,1,0.4582,4.3499,0.4582,0
46,25012,Unemployed,599.0,98251,380.0,48,10.0,Married,Master,0,0.1823,3.9282,0.1823,0
40,25954,Business,778.0,93957,193.0,36,11.0,Single,High School,2,0.0892,3.6201,0.0892,0
26,43645,Salaried,711.0,114233,72.0,60,9.0,Single,High School,2,0.0198,2.6173,0.0198,0
26,92849,Salaried,479.0,200173,2593.0,60,11.0,Married,Master,1,0.3351,2.1559,0.3351,0
38,13259,Self-Employed,507.0,33068,156.0,48,7.0,Married,Bachelor,2,0.1412,2.494,0.1412,0
24,78005,Salaried,573.0,353205,3337.0,24,9.0,Divorced,High School,0,0.5134,4.528,0.5134,0
37,53572,Salaried,748.0,236348,15.0,120,7.0,Single,Master,2,0.0034,4.4118,0.0034,0
34,121366,Business,664.0,209720,964.0,36,7.0,Married,High School,0,0.0953,1.728,0.0953,0
34,50751,Salaried,706.0,151388,937.0,84,2.0,Single,PhD,0,0.2216,2.983,0.2216,0
33,10000,Self-Employed,738.0,44034,343.0,36,14.0,Single,Bachelor,4,0.4116,4.4034,0.4116,0
27,31915,Salaried,760.0,103609,870.0,36,6.0,Married,Bachelor,1,0.3271,3.2464,0.3271,0
64,44062,Self-Employed,850.0,28879,731.0,84,5.0,Married,High School,3,0.1991,0.6554,0.1991,0
35,45090,Salaried,735.0,157353,536.0,36,5.0,Single,Bachelor,0,0.1426,3.4898,0.1426,0
39,72973,Salaried,550.0,42937,,48,6.0,Single,High School,0,0.1376,0.5884,0.1376,0
63,75272,Business,660.0,300933,3109.0,36,6.0,Married,Bachelor,1,0.4956,3.9979,0.4956,0
64,62183,Freelancer,651.0,135500,951.0,60,8.0,Widowed,Bachelor,1,0.1835,2.1791,0.1835,0
55,61761,Self-Employed,568.0,82230,2797.0,12,0.0,Married,High School,0,0.5434,1.3314,0.5434,0
37,33092,Self-Employed,,105753,42.0,120,3.0,Single,Master,0,0.0152,3.1957,0.0152,0
55,28588,Freelancer,541.0,71824,56.0,36,15.0,Divorced,High School,0,0.0235,2.5124,0.0235,0
39,67686,Salaried,602.0,123779,3373.0,36,15.0,Married,Bachelor,1,0.598,1.8287,0.598,0
40,59263,Salaried,457.0,174297,1824.0,24,6.0,Divorced,High School,3,0.3693,2.9411,0.3693,0
56,75238,Salaried,541.0,133934,3609.0,120,,Single,Bachelor,1,0.5756,1.7801,0.5756,0
55,37716,Salaried,623.0,23808,342.0,12,11.0,Married,Bachelor,2,0.1088,0.6312,0.1088,0
52,29055,Unemployed,639.0,102167,1276.0,36,15.0,Divorced,Master,0,0.527,3.5163,0.527,0
64,35607,Self-Employed,561.0,21359,1179.0,120,8.0,Single,High School,3,0.3973,0.5999,0.3973,0
60,68687,Self-Employed,602.0,202532,709.0,36,6.0,Divorced,High School,0,0.1239,2.9486,0.1239,0
44,83001,Self-Employed,850.0,302034,3226.0,120,12.0,Divorced,High School,1,0.4664,3.6389,0.4664,0
37,69638,Freelancer,623.0,68170,1371.0,60,13.0,Widowed,High School,0,0.2363,0.9789,0.2363,0
27,31495,Salaried,849.0,37460,810.0,48,6.0,Single,High School,1,0.3086,1.1894,0.3086,0
63,78433,Self-Employed,679.0,380762,3583.0,48,10.0,Single,Bachelor,3,0.5482,4.8546,0.5482,0
21,33694,Salaried,751.0,88186,624.0,60,0.0,Single,Bachelor,1,0.2222,2.6173,0.2222,0
55,80890,Business,693.0,340728,2159.0,36,4.0,Widowed,Master,4,0.3203,4.2122,0.3203,0
52,53109,Business,618.0,253028,,48,15.0,Single,Bachelor,3,0.1708,4.7643,0.1708,0
56,17302,Unemployed,615.0,69773,395.0,60,5.0,Married,Bachelor,0,0.274,4.0327,0.274,0
33,102836,Salaried,747.0,490713,1179.0,24,,Married,PhD,1,0.1376,4.7718,0.1376,0
26,68957,Salaried,706.0,309788,2276.0,24,7.0,Married,Bachelor,4,0.3961,4.4925,0.3961,0
34,55313,Freelancer,586.0,186907,1291.0,12,2.0,Single,Bachelor,0,0.2801,3.3791,0.2801,0
57,12750,Freelancer,639.0,35779,480.0,24,7.0,Married,PhD,3,0.4518,2.8062,0.4518,0
35,75211,Salaried,583.0,312662,3265.0,12,6.0,Divorced,PhD,4,0.5209,4.1571,0.5209,0
24,83775,Salaried,850.0,367558,2587.0,48,3.0,Single,Bachelor,3,0.3706,4.3874,0.3706,0
60,68597,Salaried,581.0,322513,489.0,84,7.0,Divorced,Bachelor,2,0.0855,4.7016,0.0855,0
36,96523,Salaried,566.0,142838,1946.0,36,2.0,Married,Bachelor,3,0.2419,1.4798,0.2419,0
48,139828,Business,517.0,520554,1592.0,48,7.0,Married,Bachelor,2,0.1366,3.7228,0.1366,0
36,54281,Salaried,687.0,266159,2458.0,12,7.0,Married,Master,1,0.5434,4.9034,0.5434,0
24,135029,Business,640.0,394024,3216.0,60,17.0,Single,Bachelor,0,0.2858,2.9181,0.2858,0
46,67036,Salaried,633.0,299946,1191.0,12,3.0,Married,Master,3,0.2132,4.4744,0.2132,0
48,46857,Salaried,612.0,137503,2057.0,48,12.0,Married,Bachelor,4,0.5268,2.9345,0.5268,0
52,81215,Salaried,725.0,265202,1895.0,84,0.0,Single,High School,2,0.28,3.2654,0.28,0
22,33990,Self-Employed,807.0,78872,545.0,120,20.0,Married,Master,2,0.1924,2.3204,0.1924,0
51,71516,Freelancer,805.0,112789,3526.0,36,9.0,Single,Bachelor,1,0.5916,1.5771,0.5916,0
23,36017,Self-Employed,664.0,143230,418.0,24,9.0,Married,High School,3,0.1393,3.9767,0.1393,0
28,83218,Self-Employed,832.0,175041,1665.0,24,11.0,Married,PhD,0,0.2401,2.1034,0.2401,0
44,48421,Salaried,583.0,208415,1702.0,120,8.0,Married,Bachelor,2,0.4218,4.3042,0.4218,0
35,41298,Salaried,850.0,180771,683.0,12,5.0,Single,Bachelor,4,0.1985,4.3772,0.1985,0
63,36197,Salaried,697.0,79515,916.0,84,3.0,Widowed,Master,0,0.3037,2.1967,0.3037,0
51,21222,Salaried,809.0,24327,23.0,84,9.0,Single,PhD,4,0.013,1.1463,0.013,0
29,10000,Self-Employed,647.0,23626,111.0,36,14.0,Married,Master,4,0.1332,2.3626,0.1332,0
59,10000,Salaried,750.0,12769,411.0,48,0.0,Married,Bachelor,4,0.4932,1.2769,0.4932,0
22,45434,Salaried,440.0,166367,230.0,24,19.0,Married,Bachelor,1,0.0607,3.6617,0.0607,0
28,106134,Salaried,799.0,238686,3049.0,84,3.0,Single,High School,1,0.3447,2.2489,0.3447,0
27,44217,Salaried,581.0,172259,475.0,36,9.0,Married,Bachelor,2,0.1289,3.8958,0.1289,0
64,11068,Unemployed,722.0,29653,239.0,36,4.0,Married,Master,1,0.2591,2.6792,0.2591,0
59,64126,Salaried,628.0,59837,2327.0,24,7.0,Married,Bachelor,0,0.4355,0.9331,0.4355,0
62,88596,Salaried,802.0,123088,1986.0,60,9.0,Married,High School,4,0.269,1.3893,0.269,0
36,16344,Self-Employed,687.0,75283,405.0,84,7.0,Married,High School,2,0.2974,4.6062,0.2974,0
55,60913,Salaried,640.0,129942,2967.0,60,8.0,Married,Master,0,0.5845,2.1332,0.5845,0
50,93330,Business,606.0,252678,837.0,48,8.0,Divorced,Master,0,0.1076,2.7074,0.1076,0
30,57746,Freelancer,826.0,99790,1808.0,36,10.0,Single,Bachelor,2,0.3757,1.7281,0.3757,0
58,37496,Salaried,558.0,89678,385.0,36,10.0,Divorced,Bachelor,3,0.1232,2.3917,0.1232,0
38,47035,Salaried,824.0,101389,2002.0,120,0.0,Single,High School,1,0.5108,2.1556,0.5108,0
25,60380,Self-Employed,,67234,2112.0,36,6.0,Married,Master,0,0.4197,1.1135,0.4197,0
49,75992,Self-Employed,534.0,330326,2981.0,12,14.0,Married,Bachelor,2,0.4707,4.3469,0.4707,0
59,65228,Business,475.0,279770,2441.0,84,12.0,Married,Bachelor,1,0.4491,4.2891,0.4491,0
54,98236,Salaried,479.0,311847,1341.0,120,2.0,Single,Bachelor,0,0.1638,3.1745,0.1638,0
63,80962,Salaried,557.0,386176,2915.0,48,6.0,Married,Bachelor,2,0.4321,4.7698,0.4321,1
43,68469,Self-Employed,641.0,226712,1561.0,48,6.0,Single,High School,1,0.2736,3.3112,0.2736,0
25,14151,Unemployed,569.0,26199,273.0,120,6.0,Married,Master,2,0.2315,1.8514,0.2315,0
50,102392,Freelancer,628.0,62625,1850.0,36,7.0,Single,Master,3,0.2168,0.6116,0.2168,0
26,84569,Business,756.0,196338,2926.0,36,5.0,Married,Master,1,0.4152,2.3216,0.4152,0
64,59415,Salaried,606.0,135822,1655.0,12,3.0,Single,Master,4,0.3343,2.286,0.3343,0
24,121236,Business,569.0,455760,2599.0,12,18.0,Single,Bachelor,3,0.2573,3.7593,0.2573,0
49,73451,Salaried,569.0,145628,3052.0,84,8.0,Single,High School,2,0.4986,1.9827,0.4986,0
43,64397,Salaried,734.0,135852,2317.0,60,6.0,Married,Master,0,0.4318,2.1096,0.4318,0
26,105302,Salaried,734.0,260168,586.0,84,11.0,Divorced,Bachelor,3,0.0668,2.4707,0.0668,0
52,32618,Freelancer,672.0,90965,533.0,120,0.0,Divorced,Bachelor,4,0.1961,2.7888,0.1961,0
62,70758,Salaried,585.0,315654,2747.0,120,,Single,High School,1,0.4659,4.461,0.4659,0
38,90313,Business,532.0,141124,2941.0,24,0.0,Married,Bachelor,2,0.3908,1.5626,0.3908,0
35,79466,Salaried,552.0,292274,1697.0,36,9.0,Married,Bachelor,1,0.2563,3.678,0.2563,0
60,20555,Business,641.0,101778,473.0,84,3.0,Married,High School,0,0.2761,4.9515,0.2761,0
52,12074,Salaried,727.0,49522,348.0,12,11.0,Married,High School,1,0.3459,4.1015,0.3459,0
29,13911,Unemployed,491.0,34185,88.0,24,21.0,Single,Bachelor,0,0.0759,2.4574,0.0759,0
57,53920,Self-Employed,648.0,56299,513.0,48,8.0,Married,Master,0,0.1142,1.0441,0.1142,0
30,25486,Salaried,619.0,63405,166.0,12,0.0,Married,Bachelor,1,0.0782,2.4878,0.0782,0
40,65742,Salaried,522.0,175415,312.0,36,4.0,Single,High School,3,0.0569,2.6682,0.0569,0
26,65145,Self-Employed,751.0,109593,2221.0,60,9.0,Married,Bachelor,3,0.4091,1.6823,0.4091,0
23,38993,Salaried,610.0,72902,395.0,60,14.0,Married,Master,4,0.1216,1.8696,0.1216,0
62,29606,Salaried,715.0,76523,211.0,84,2.0,Single,Bachelor,1,0.0855,2.5847,0.0855,0
31,45636,Self-Employed,522.0,96207,1709.0,120,17.0,Married,High School,2,0.4494,2.1081,0.4494,0
63,119482,Business,674.0,268741,3089.0,24,11.0,Married,PhD,3,0.3102,2.2492,0.3102,0
37,53717,Salaried,610.0,81971,,84,7.0,Divorced,High School,2,0.2663,1.526,0.2663,0
52,45022,Self-Employed,541.0,80514,800.0,36,12.0,Married,High School,0,0.2132,1.7883,0.2132,0
